Name,Link
New Taj Bakery,https://www.zomato.com/mumbai/new-taj-bakery-juhu
New Amrut Sagar,https://www.zomato.com/mumbai/new-amrut-sagar-1-vashi-navi-mumbai
Navaratna,https://www.zomato.com/mumbai/navaratna-tardeo
New Mirch Masala Restaurant,https://www.zomato.com/mumbai/new-mirch-masala-restaurant-oshiwara
Naaz Hotel,https://www.zomato.com/mumbai/naaz-hotel-jogeshwari
Nukkad Chinese Rolls,https://www.zomato.com/mumbai/nukkad-chinese-rolls-versova
Natural Ice Cream,https://www.zomato.com/mumbai/natural-oshiwara
Naimee Restaurant,https://www.zomato.com/mumbai/naimee-vasai
New Radha Krishna Restaurant,https://www.zomato.com/mumbai/new-radha-krishna-restaurant-vashi-navi-mumbai
Natural,https://www.zomato.com/mumbai/restaurants/south/lower-parel/natural-46989
Nasta Hub,https://www.zomato.com/mumbai/nasta-hub-vashi-navi-mumbai
New Zodiac The Restro,https://www.zomato.com/mumbai/new-zodiac-the-restro-versova
Nevalkar,https://www.zomato.com/mumbai/nevalkar-naupada-thane-west
Nidhi Restaurant,https://www.zomato.com/mumbai/nidhi-restaurant-dahisar-east
New Lucky Caterers,https://www.zomato.com/mumbai/new-lucky-caterers-bandra-talao-bandra-west
National Caterers,https://www.zomato.com/mumbai/national-caterers-mira-road
New Royal,https://www.zomato.com/mumbai/new-royal-kurla
Nawab E Lucknow,https://www.zomato.com/mumbai/nawab-e-lucknow-mumbra
New Udupi,https://www.zomato.com/mumbai/new-udupi-mira-road
Namo Sweets and Farsan,https://www.zomato.com/mumbai/namo-sweets-and-farsan-vile-parle-west
New Fatima,https://www.zomato.com/mumbai/new-fatima-malad-west
New Lucky Caterers,https://www.zomato.com/mumbai/new-lucky-caterers-mira-road
New Bombay Caterers,https://www.zomato.com/mumbai/new-bombay-caterers-cbd-belapur-navi-mumbai
Nisarga,https://www.zomato.com/mumbai/nisarga-vasai
New Anand Bhavan,https://www.zomato.com/mumbai/restaurants/south/fort/new-anand-bhavan-43805
North South Tadka,https://www.zomato.com/mumbai/north-south-tadka-kopar-khairane-navi-mumbai
New Darbar E Muhammadi,https://www.zomato.com/mumbai/new-darbar-e-muhammadi-grant-road
Nityanand,https://www.zomato.com/mumbai/nityanand-vile-parle-west
Nikita Lunch Home,https://www.zomato.com/mumbai/nikita-lunch-home-malad-west
New China Point,https://www.zomato.com/mumbai/new-china-point-borivali-west
New Mishty,https://www.zomato.com/mumbai/new-mishty-kandivali-west
N.R.S. Food,https://www.zomato.com/mumbai/nrs-food-hiranandani-estate-thane-west
New Cafe Link,https://www.zomato.com/mumbai/new-cafe-link-kandivali-west
Nitu Dhaba,https://www.zomato.com/mumbai/restaurants/navi/nerul/nitu-dhaba-47164
Nandini,https://www.zomato.com/mumbai/nandini-marol
Navla Devi,https://www.zomato.com/mumbai/navla-devi-khar
The Neighborhood Kitchen,https://www.zomato.com/mumbai/the-neighborhood-kitchen-vasant-vihar-thane-west
New Schezwan,https://www.zomato.com/mumbai/new-schezwan-sanpada-navi-mumbai
Ninja,https://www.zomato.com/mumbai/ninja-bandra-talao-bandra-west
New Kheteshwar,https://www.zomato.com/mumbai/new-kheteshwar-mira-road
Ninai Fast Food,https://www.zomato.com/mumbai/ninai-fast-food-fort
Ovenfresh,https://www.zomato.com/mumbai/ovenfresh-dadar-shivaji-park
Vividh - The Indian Kitchen,https://www.zomato.com/mumbai/vividh-the-indian-kitchen-1-sakinaka
Open House Cafe And Bar,https://www.zomato.com/mumbai/open-house-cafe-and-bar-dadar-shivaji-park
Olive Bar & Kitchen,https://www.zomato.com/mumbai/olive-bar-kitchen-khar
Out of the Blue,https://www.zomato.com/mumbai/out-of-the-blue-khar
Oye Kake,https://www.zomato.com/mumbai/oye-kake-fort
Oye Kake,https://www.zomato.com/mumbai/oye-kake-lower-parel
Only Parathas,https://www.zomato.com/mumbai/only-parathas-khar
Old Wild West,https://www.zomato.com/mumbai/old-wild-west-lower-parel
One Too Many - Regenza By Tunga,https://www.zomato.com/mumbai/one-too-many-regenza-by-tunga-vashi-navi-mumbai
Olive Bistro,https://www.zomato.com/mumbai/olive-bistro-goregaon-east
Orchids,https://www.zomato.com/mumbai/orchids-chembur
The Oriental Hub,https://www.zomato.com/mumbai/the-oriental-hub-vashi-navi-mumbai
Out of the Blue,https://www.zomato.com/mumbai/out-of-the-blue-powai
Oh! Calcutta,https://www.zomato.com/mumbai/oh-calcutta-tardeo
Ottoman Café,https://www.zomato.com/mumbai/ottoman-caf%C3%A9-oshiwara
Olde Bailey's,https://www.zomato.com/mumbai/olde-baileys-1-seawoods-navi-mumbai
Oh! Calcutta,https://www.zomato.com/mumbai/oh-calcutta-khar
OMG Resto Cafe,https://www.zomato.com/mumbai/omg-resto-cafe-andheri-lokhandwala
Oh! Calcutta,https://www.zomato.com/mumbai/oh-calcutta-veera-desai-area
Olympia Coffee House,https://www.zomato.com/mumbai/olympia-coffee-house-colaba
OC-The Oriental Cuisine,https://www.zomato.com/mumbai/oc-the-oriental-cuisine-mulund-west
O Terii Da Dhaba,https://www.zomato.com/mumbai/o-terii-da-dhaba-vile-parle-east
Oye Kiddan,https://www.zomato.com/mumbai/oye-kiddan-1-pali-hill-bandra-west
Oriental Spice,https://www.zomato.com/mumbai/oriental-spice-panch-pakhadi-thane-west
Oye Panjabi Kitchen,https://www.zomato.com/mumbai/oye-panjabi-kitchen-khar
One Street,https://www.zomato.com/mumbai/one-street-linking-road-bandra-west
Oh My Kebab,https://www.zomato.com/mumbai/oh-my-kebab-versova
Oye Kiddan,https://www.zomato.com/mumbai/oye-kiddan-chakala
Oye Pappe!,https://www.zomato.com/mumbai/oye-pappe-santacruz-east
o:h cha - kitchen & bar,https://www.zomato.com/mumbai/o-h-cha-kitchen-bar-lower-parel
O22 - Trident,https://www.zomato.com/mumbai/o22-trident-bandra-kurla-complex
Oye Punjabi,https://www.zomato.com/mumbai/oye-punjabi-kalyan
Olio - Novotel Mumbai Juhu Beach,https://www.zomato.com/mumbai/olio-novotel-mumbai-juhu-beach-juhu
Oh Dough,https://www.zomato.com/mumbai/oh-dough-fort
Oye Kake,https://www.zomato.com/mumbai/oye-kake-1-lower-parel
Over D Top Bistro,https://www.zomato.com/mumbai/over-d-top-bistro-khopat-thane-west
Once Again By Uncle's Kitchen,https://www.zomato.com/mumbai/once-again-by-uncles-kitchen-malad-west
Oasiss Cakes & Ice Creams,https://www.zomato.com/mumbai/oasiss-cakes-ice-creams-ghatkopar-east
Orange Is The New Green - The Health Food Kitchen,https://www.zomato.com/mumbai/orange-is-the-new-green-the-health-food-kitchen-powai
Oye Tadka,https://www.zomato.com/mumbai/oye-tadka-kharghar-navi-mumbai
Overdoughs,https://www.zomato.com/mumbai/overdoughs-hiranandani-estate-thane-west
Olivia- GCC Hotel & Club,https://www.zomato.com/mumbai/olivia-gcc-hotel-club-mira-road
The Oriental Blossom - Marine Plaza,https://www.zomato.com/mumbai/the-oriental-blossom-marine-plaza-churchgate
Oasiss Cakes & Ice Creams,https://www.zomato.com/mumbai/oasiss-cakes-ice-creams-matunga-east
Onyx Lounge,https://www.zomato.com/mumbai/onyx-lounge-borivali-east
Olive Bar & Kitchen,https://www.zomato.com/mumbai/olive-bar-kitchen-mahalaxmi
Oliva,https://www.zomato.com/mumbai/oliva-vile-parle-east
The Ocean,https://www.zomato.com/TheOceanCakeShop
Khubzz Liv Kitchen,https://www.zomato.com/mumbai/khubzz-liv-kitchen-kharghar-navi-mumbai
Only Parathas,https://www.zomato.com/mumbai/only-parathas-oshiwara
The Orange Mint,https://www.zomato.com/mumbai/the-orange-mint-manpada-thane-west-thane
Omnom,https://www.zomato.com/mumbai/omnom-ghatkopar-east
Ovenfresh Cake Shop,https://www.zomato.com/mumbai/ovenfresh-cake-shop-dadar-shivaji-park
The Oberoi Patisserie and Delicatessen - The Oberoi Mumbai,https://www.zomato.com/mumbai/the-oberoi-patisserie-and-delicatessen-the-oberoi-mumbai-nariman-point
Oven Hot The Bake Shop,https://www.zomato.com/mumbai/oven-hot-the-bake-shop-1-chembur
Only Parathas,https://www.zomato.com/mumbai/only-parathas-malad-west
Oven Treat,https://www.zomato.com/mumbai/oven-treat-malad-west
Oriental's Kitchen,https://www.zomato.com/mumbai/orientals-kitchen-byculla
One More Bite,https://www.zomato.com/mumbai/one-more-bite-byculla
Otto Infinito,https://www.zomato.com/mumbai/otto-infinito-bandra-kurla-complex
Oasis Restaurant,https://www.zomato.com/mumbai/oasis-restaurant-near-andheri-west-station
Oregano - The Organic Pizzeria,https://www.zomato.com/mumbai/oregano-the-organic-pizzeria-hiranandani-estate-thane-west
Onesta Confections,https://www.zomato.com/mumbai/onesta-confections-vile-parle-west
Olive Trails,https://www.zomato.com/mumbai/olive-trails-powai
Oye Pape,https://www.zomato.com/mumbai/oye-pape-vashi-navi-mumbai
Oven Hot The Bake Shop,https://www.zomato.com/mumbai/oven-hot-the-bake-shop-mahakali
The Oaks - Lounge & Bar - GCC Hotel & Club,https://www.zomato.com/mumbai/the-oaks-lounge-bar-gcc-hotel-club-mira-road
The Oyster,https://www.zomato.com/mumbai/the-oyster-ghatkopar-west
Oye Fusion,https://www.zomato.com/mumbai/oye-fusion-naupada-thane-west
Or-G,https://www.zomato.com/mumbai/or-g-khar
Original Chung Fa,https://www.zomato.com/mumbai/original-chung-fa-tardeo
Over D Top Bistro,https://www.zomato.com/mumbai/over-d-top-bistro-bhayandar
The Orange Mint,https://www.zomato.com/mumbai/the-orange-mint-vashi-navi-mumbai
Only Parathas,https://www.zomato.com/mumbai/only-parathas-ghatkopar-west
Oh! Fudge,https://www.zomato.com/mumbai/oh-fudge-colaba
Om Snacks,https://www.zomato.com/mumbai/om-snacks-goregaon-east
OTG (On The Go),https://www.zomato.com/mumbai/otg-on-the-go-malad-west
Oceanic,https://www.zomato.com/mumbai/oceanic-chembur
Oven Hot,https://www.zomato.com/mumbai/oven-hot-vasant-vihar-thane-west
Oven Hot The Bake Shop,https://www.zomato.com/mumbai/oven-hot-the-bake-shop-vashi-navi-mumbai
Odisha Bhavan,https://www.zomato.com/mumbai/odisha-bhavan-vashi-navi-mumbai
Onam Family Restaurant,https://www.zomato.com/mumbai/onam-family-restaurant-vasai
Ocean - The Private Dining Room - Sahara Star,https://www.zomato.com/mumbai/ocean-the-private-dining-room-sahara-star-vile-parle-east
Olives & Oregano,https://www.zomato.com/mumbai/olives-oregano-andheri-lokhandwala
Only Parathas,https://www.zomato.com/mumbai/only-parathas-vashi-navi-mumbai
Oasiss Desserts,https://www.zomato.com/mumbai/oasiss-desserts-mulund-west
Only Parathas,https://www.zomato.com/mumbai/only-parathas-bandra-east
Oasis Banquets,https://www.zomato.com/mumbai/oasis-banquets-chembur
Only Parathas,https://www.zomato.com/mumbai/only-parathas-1-malad-west
One Above On Toes,https://www.zomato.com/mumbai/one-above-on-toes-linking-road-bandra-west
Oven Hot The Bake Shop,https://www.zomato.com/mumbai/oven-hot-the-bake-shop-dombivali-east
Oven Hot The Bake Shop,https://www.zomato.com/mumbai/oven-hot-the-bake-shop-santacruz-east
Only Parathas,https://www.zomato.com/mumbai/only-parathas-majiwada-thane-west
Orbits - United 21,https://www.zomato.com/mumbai/orbits-united-21-khopat-thane-west
Oakroom - Oakwood Premier,https://www.zomato.com/oakroom-oakwood-premier
Ocean Grill Multi Cuisine Family Restaurant And Bar,https://www.zomato.com/mumbai/ocean-grill-multi-cuisine-family-restaurant-and-bar-castle-mill-thane-west-thane
Oak Tree,https://www.zomato.com/mumbai/oak-tree-juhu
Only Egg,https://www.zomato.com/mumbai/only-egg-chakala
Oh! Fudge,https://www.zomato.com/mumbai/oh-fudge-malad-east
Kolkata Kathi Kabab Roll,https://www.zomato.com/mumbai/kolkata-kathi-kabab-roll-vashi-navi-mumbai
Oye Teri,https://www.zomato.com/mumbai/oye-teri-1-andheri-lokhandwala
Only Rolls,https://www.zomato.com/mumbai/only-rolls-vashi-navi-mumbai
One Dish Wonder,https://www.zomato.com/mumbai/one-dish-wonder-manpada-thane-west-thane
Oye Kiddan,https://www.zomato.com/mumbai/oye-kiddan-oshiwara
Om Sweets & Snacks,https://www.zomato.com/mumbai/om-sweets-snacks-kandivali-east
Oven Hot,https://www.zomato.com/mumbai/oven-hot-airoli-navi-mumbai
Only Parathas,https://www.zomato.com/mumbai/only-parathas-mulund-west
Oyye Punjabi,https://www.zomato.com/mumbai/oyye-punjabi-vashi-navi-mumbai
Om Sai Fast Food,https://www.zomato.com/mumbai/om-sai-fast-food-goregaon-east
O22 Bar Lounge - Trident,https://www.zomato.com/mumbai/o22-bar-lounge-trident-bandra-kurla-complex
Opa,https://www.zomato.com/mumbai/opa-juhu
Organic Swaad,https://www.zomato.com/mumbai/organic-swaad-1-mahakali
Open Bake,https://www.zomato.com/mumbai/open-bake-pali-hill-bandra-west
Or-G Bar & Cafe,https://www.zomato.com/mumbai/or-g-bar-cafe-oshiwara
Oceania Terrace,https://www.zomato.com/mumbai/oceania-terrace-reclamation-bandra-west
Oxygen Lounge & Bar,https://www.zomato.com/mumbai/oxygen-lounge-bar-sion
The Oasis - Country Inn & Suites By Radisson,https://www.zomato.com/mumbai/the-oasis-country-inn-suites-by-radisson-ghansoli-navi-mumbai
Occasion The Cake Shop,https://www.zomato.com/mumbai/occasion-the-cake-shop-kandivali-east
Oven Treat,https://www.zomato.com/mumbai/oven-treat-powai
Opium Den - Trident Nariman Point,https://www.zomato.com/mumbai/opium-den-trident-nariman-point-nariman-point
Only Rolls,https://www.zomato.com/mumbai/only-rolls-chembur
Only Parathas,https://www.zomato.com/mumbai/only-parathas-matunga-east
Olive Fine Dine,https://www.zomato.com/mumbai/olive-fine-dine-cbd-belapur-navi-mumbai
Oriental Cafe,https://www.zomato.com/mumbai/oriental-cafe-kandivali-east
Oven Hot The Bake Shop,https://www.zomato.com/mumbai/oven-hot-the-bake-shop-chembur
Ola Vakkola,https://www.zomato.com/mumbai/ola-vakkola-santacruz-east
The Old Madras Cafe,https://www.zomato.com/mumbai/the-old-madras-cafe-goregaon-west
Oye Teri,https://www.zomato.com/mumbai/oye-teri-goregaon-west
Only Parathas,https://www.zomato.com/mumbai/only-parathas-andheri-lokhandwala
Oven Hot The Bake Shop,https://www.zomato.com/mumbai/oven-hot-the-bake-shop-1-santacruz-east
Open Affair,https://www.zomato.com/mumbai/open-affair-khar
Om Juice Centre,https://www.zomato.com/mumbai/om-juice-centre-vashi-navi-mumbai
Offside Xpress,https://www.zomato.com/mumbai/offside-express-kandivali-west
The Oregano,https://www.zomato.com/mumbai/the-oregano-vasai
The Oven Hot Cake Shop,https://www.zomato.com/mumbai/the-oven-hot-cake-shop-kandivali-east
Oye!!,https://www.zomato.com/mumbai/oye-malad-west
Occasion The Cake Shop,https://www.zomato.com/mumbai/occasion-the-cake-shop-1-kandivali-west
Sheetal Dugdhalaya,https://www.zomato.com/mumbai/sheetal-dugdhalaya-malad-west
O Mama's Burgers and Pizza,https://www.zomato.com/mumbai/o-mamas-burgers-and-pizza-versova
Oriental Bowl - Ramada Palmgrove,https://www.zomato.com/mumbai/oriental-bowl-ramada-palmgrove-juhu
One Way,https://www.zomato.com/mumbai/one-way-mahakali
Om Sai Tejas,https://www.zomato.com/mumbai/om-sai-tejas-kalwa
Ovo's,https://www.zomato.com/mumbai/ovos-byculla
Bharat A One Kolkata Rolls,https://www.zomato.com/mumbai/bharat-a-one-kolkata-rolls-kopar-khairane-navi-mumbai
Occasions Cakes And More,https://www.zomato.com/mumbai/occasions-cakes-and-more-marol
Oven Fresh,https://www.zomato.com/mumbai/oven-fresh-new-panvel-navi-mumbai
Orbango,https://www.zomato.com/mumbai/orbango-vile-parle-west
Open Table,https://www.zomato.com/mumbai/open-table-dombivali-east
Over D'Top,https://www.zomato.com/mumbai/over-dtop-majiwada-thane-west
Olive Restaurant and Bar,https://www.zomato.com/mumbai/olive-restaurant-and-bar-chembur
Oh! Chocolate,https://www.zomato.com/mumbai/oh-chocolate-malabar-hill
Ornament,https://www.zomato.com/mumbai/restaurants/central-mumbai/chembur/ornament-43697
Olives & Oregano,https://www.zomato.com/mumbai/olives-oregano-kandivali-west
The Open Kitchen,https://www.zomato.com/mumbai/the-open-kitchen-ulhasnagar
Oshian Chinese,https://www.zomato.com/mumbai/oshian-chinese-1-mulund-east
Only Parathas,https://www.zomato.com/mumbai/only-parathas-khopat-thane-west
Ocean Spice,https://www.zomato.com/mumbai/ocean-spice-majiwada-thane-west
Tortaa,https://www.zomato.com/mumbai/tortaa-sion
Onyyx Mithai,https://www.zomato.com/mumbai/onyyx-mithai-ghatkopar-east
Oza Sweets And Farsan,https://www.zomato.com/mumbai/oza-sweets-and-farsan-jogeshwari
Oxy Cafe,https://www.zomato.com/mumbai/oxy-cafe-matunga-west
The Oak Leaf Restaurant,https://www.zomato.com/mumbai/the-oak-leaf-restaurant-khopat-thane-west
Olive Grove,https://www.zomato.com/mumbai/olive-grove-marol
Oasis Family Restaurant,https://www.zomato.com/mumbai/oasis-family-restaurant-new-panvel-navi-mumbai
Oyepetu,https://www.zomato.com/oyepetu
Oopar,https://www.zomato.com/mumbai/oopar-powai
Olives & Oregano,https://www.zomato.com/mumbai/olives-oregano-malad-west
The Office- A Resto Bar,https://www.zomato.com/mumbai/the-office-a-resto-bar-andheri-lokhandwala
Oriental Bowl - The Retreat,https://www.zomato.com/mumbai/oriental-bowl-the-retreat-marve
"Birds - Cafe, Bar & Bistro",https://www.zomato.com/mumbai/birds-cafe-bar-bistro-andheri-lokhandwala
Oshian Chinese,https://www.zomato.com/mumbai/oshian-chinese-mulund-east
Oven Bite,https://www.zomato.com/mumbai/oven-bite-girgaum
Oye Teri,https://www.zomato.com/mumbai/oye-teri-andheri-lokhandwala
Open House,https://www.zomato.com/mumbai/open-house-panch-pakhadi
Ovenpick,https://www.zomato.com/mumbai/ovenpick-1-ghatkopar-east
Oven Craft,https://www.zomato.com/mumbai/oven-craft-borivali-west
Om Sai Sagar,https://www.zomato.com/mumbai/om-sai-sagar-mazgaon
Ovenpick,https://www.zomato.com/mumbai/ovenpick-2-ghatkopar-east
Ovo's,https://www.zomato.com/mumbai/ovos-1-byculla
O! Momos,https://www.zomato.com/mumbai/o-momos-kandivali-east
Oriental Palate By Puro,https://www.zomato.com/mumbai/oriental-palate-by-puro-hill-road-bandra-west
Ovo's,https://www.zomato.com/mumbai/ovos-fort
Occasion The Cake Shop,https://www.zomato.com/mumbai/occasion-the-cake-shop-mumbai
A One Kolkata Roll,https://www.zomato.com/mumbai/a-one-kolkata-roll-nerul-navi-mumbai
Oven Fresh,https://www.zomato.com/mumbai/oven-fresh-kamothe-navi-mumbai
Om Sai Juice And Fast Food,https://www.zomato.com/mumbai/om-sai-juice-and-fast-food-chembur
O Pizza,https://www.zomato.com/mumbai/o-pizza-marol
Om's Delhii Darbar Mithaiwala,https://www.zomato.com/mumbai/oms-delhii-darbar-mithaiwala-lower-parel
Sereno,https://www.zomato.com/mumbai/sereno-mulund-east
Only Biryani's,https://www.zomato.com/mumbai/only-biryanis-kharghar-navi-mumbai
Occasion The Cake Shop,https://www.zomato.com/mumbai/occasion-the-cake-shop-goregaon-west
Oye Mumbai,https://www.zomato.com/mumbai/oye-mumbai-vikhroli
Only Parathas,https://www.zomato.com/mumbai/only-parathas-nariman-point
Oro Cafe,https://www.zomato.com/mumbai/restaurants/central-mumbai/chembur/oro-cafe-38932
Oro Lounge and Kitchen,https://www.zomato.com/mumbai/oro-lounge-and-kitchen-malad-west
Oye! Punjabi,https://www.zomato.com/mumbai/oye-punjabi-oshiwara
The Other Side,https://www.zomato.com/mumbai/the-other-side-lower-parel
Om Sai Sandwich,https://www.zomato.com/mumbai/om-sai-sandwich-near-andheri-east-station
Oven Fresh Pizza,https://www.zomato.com/mumbai/oven-fresh-pizza-borivali-east
Ohlala Pastries,https://www.zomato.com/mumbai/ohlala-pastries-khar
Oriental Curry,https://www.zomato.com/mumbai/oriental-curry-panch-pakhadi-thane-west
O-Fizz,https://www.zomato.com/mumbai/o-fizz-ulhasnagar-thane
Om Sai Chinese Fast Food,https://www.zomato.com/mumbai/om-sai-chinese-fast-food-dadar-west
Orbango,https://www.zomato.com/mumbai/orbango-carter-road-bandra-west
Omkar,https://www.zomato.com/mumbai/omkar-ghatkopar-west
Only Parcels,https://www.zomato.com/mumbai/only-parcels-malad-west
ORO Cafe,https://www.zomato.com/mumbai/oro-cafe-lower-parel
Orbango,https://www.zomato.com/mumbai/orbango-marol
Om Sai,https://www.zomato.com/mumbai/om-sai-ghansoli-navi-mumbai
Occasion The Cake Shop,https://www.zomato.com/mumbai/occasion-the-cake-shop-2-kandivali-west
Ovo's,https://www.zomato.com/mumbai/ovos-mahim
Ovenpick,https://www.zomato.com/mumbai/ovenpick-dombivali-west
Only Parathas,https://www.zomato.com/mumbai/only-parathas-worli
Olio Taste Globally,https://www.zomato.com/mumbai/olio-taste-globally-ulhasnagar
Only parcels,https://www.zomato.com/mumbai/only-parcels-kandivali-east
Om Sai Fast Food Corner,https://www.zomato.com/mumbai/om-sai-fast-food-corner-vasai
O! Fudge,https://www.zomato.com/mumbai/o-fudge-churchgate
Om Sainath Refreshment,https://www.zomato.com/mumbai/om-sainath-refreshment-goregaon-west
Onion Rings,https://www.zomato.com/mumbai/onion-rings-powai
Ovenpick,https://www.zomato.com/mumbai/ovenpick-kalyan
Only Biryani,https://www.zomato.com/mumbai/only-biryani-lower-parel
Orbango,https://www.zomato.com/mumbai/orbango-oshiwara
Oven Craft,https://www.zomato.com/mumbai/oven-craft-kandivali-west
Om Sai Fast Food,https://www.zomato.com/mumbai/om-sai-fast-food-mahalaxmi
Om Sai Sandwich,https://www.zomato.com/mumbai/om-sai-sandwich-goregaon-east
Mast Mejwani,https://www.zomato.com/mumbai/mast-mejwani-dombivali-east-thane
Only Rolls,https://www.zomato.com/mumbai/only-rolls-kopar-khairane-navi-mumbai
Ocean Fresh Catch,https://www.zomato.com/mumbai/ocean-fresh-catch-majiwada-thane-west
The Orient Kitchen,https://www.zomato.com/mumbai/the-orient-kitchen-mahakali
Orbango,https://www.zomato.com/mumbai/orbango-lower-parel
Oven's Fresh,https://www.zomato.com/mumbai/ovens-fresh-nerul-navi-mumbai
Om Palace - Bar & Food Paradise,https://www.zomato.com/mumbai/om-palace-bar-food-paradise-marve
Oven Hot The Bake Shop,https://www.zomato.com/mumbai/oven-hot-the-bake-shop-mulund-east
Om Sahyog,https://www.zomato.com/mumbai/om-sahyog-kalwa
Om Sairam,https://www.zomato.com/mumbai/om-sairam-ghatkopar-east
One Step Delivery,https://www.zomato.com/mumbai/one-step-delivery-bhandup
Ocean Chinese Point,https://www.zomato.com/mumbai/ocean-chinese-point-mira-road
O Kaka,https://www.zomato.com/mumbai/o-kaka-kandivali-east
Om Sai,https://www.zomato.com/mumbai/om-sai-naupada-thane-west
Ocean Pearls,https://www.zomato.com/mumbai/ocean-pearls-airoli-navi-mumbai
Ovenpick,https://www.zomato.com/mumbai/ovenpick-vikhroli
A One Restaurant,https://www.zomato.com/mumbai/a-one-restaurant-bandra-talao-bandra-west
Om Sai Restaurant,https://www.zomato.com/mumbai/om-sai-restaurant-owale-thane-west
Oneness Corner,https://www.zomato.com/mumbai/oneness-corner-lower-parel
Om Sai,https://www.zomato.com/mumbai/om-sai-bhandup
Occasions,https://www.zomato.com/mumbai/occasions-marol
Okashi,https://www.zomato.com/mumbai/okashi-khar
Oven Treat,https://www.zomato.com/mumbai/oven-treat-bhayandar
Omkar Veg,https://www.zomato.com/mumbai/omkar-veg-goregaon-west
Om Sai Snacks,https://www.zomato.com/mumbai/om-sai-snacks-bhayandar
Om Sweets & Snacks,https://www.zomato.com/mumbai/om-sweets-snacks-mira-road
Om Chinese Corner,https://www.zomato.com/mumbai/om-chinese-corner-vasai
Om Sai Chinese Corner,https://www.zomato.com/mumbai/om-sai-chinese-corner-bhayandar
Only Taste,https://www.zomato.com/mumbai/only-taste-virar
Only Chicken,https://www.zomato.com/mumbai/only-chicken-versova
O! Momos,https://www.zomato.com/mumbai/restaurants/west/kandivali-east/o-momos-42219
A One,https://www.zomato.com/mumbai/a-one-marol
Oro Cafe,https://www.zomato.com/mumbai/oro-cafe-chembur
"Ovenpick,",https://www.zomato.com/mumbai/ovenpick-borivali-west
Oasis Restaurant & Bar,https://www.zomato.com/mumbai/oasis-restaurant-bar-dombivali-west
Om Chinese,https://www.zomato.com/mumbai/om-chinese-nalasopara
Om Bombay,https://www.zomato.com/mumbai/om-bombay-bhayandar
Olives,https://www.zomato.com/mumbai/olives-borivali-east
Only Fish,https://www.zomato.com/mumbai/only-fish-parel
Orange,https://www.zomato.com/mumbai/orange-goregaon-west
Oven Craft,https://www.zomato.com/mumbai/oven-craft-mira-road
Om Sai Chinese,https://www.zomato.com/mumbai/om-sai-chinese-dahisar-west
Only Parathas Pure Veg,https://www.zomato.com/mumbai/only-parathas-pure-veg-marve
Om Sai Ram Pure Veg Restaurant,https://www.zomato.com/mumbai/om-sai-ram-pure-veg-restaurant-vasai
A One,https://www.zomato.com/mumbai/a-one-bandra-talao-bandra-west
Om Sairam Lunch Home,https://www.zomato.com/mumbai/om-sairam-lunch-home-ghansoli-navi-mumbai
Om Sai Ram,https://www.zomato.com/mumbai/om-sai-ram-chakala
Om Sai Sagar,https://www.zomato.com/mumbai/om-sai-sagar-goregaon-east
Only Bhakri's,https://www.zomato.com/mumbai/only-bhakris-hiranandani-estate-thane-west
The Orlem,https://www.zomato.com/mumbai/the-orlem-marve
Off Beat,https://www.zomato.com/mumbai/off-beat-kasarvadavli-thane-west
Om Sai Baba,https://www.zomato.com/mumbai/om-sai-baba-airoli-navi-mumbai
Om's Chinese,https://www.zomato.com/mumbai/oms-chinese-borivali-east
Oba,https://www.zomato.com/mumbai/oba-colaba
Om Sai Sandwich & Juice Center,https://www.zomato.com/mumbai/om-sai-sandwich-juice-center-veera-desai-area
Orange House,https://www.zomato.com/mumbai/orange-house-goregaon-east
Om Chetanya Poli Bhaji Kendra,https://www.zomato.com/mumbai/om-chetanya-poli-bhaji-kendra-parel
A One Restaurant,https://www.zomato.com/mumbai/a-one-restaurant-1-bandra-talao-bandra-west
Om Sai Prasad,https://www.zomato.com/mumbai/om-sai-prasad-nerul-navi-mumbai
A One Fast Food,https://www.zomato.com/mumbai/a-one-fast-food-mulund-west
Ovenpick,https://www.zomato.com/mumbai/ovenpick-bhandup
Om Sai Chinese Food,https://www.zomato.com/mumbai/om-sai-chinese-food-goregaon-east
Om Palace,https://www.zomato.com/mumbai/om-palace-kandivali-west
Over D Flame,https://www.zomato.com/mumbai/over-d-flame-prabhadevi
Oye! Punjabi,https://www.zomato.com/mumbai/oye-punjabi-malad-west
Om Sai Chandra Lunch,https://www.zomato.com/mumbai/om-sai-chandra-lunch-oshiwara
Organza Foods,https://www.zomato.com/organza-foods
Out Of The Box,https://www.zomato.com/mumbai/out-of-the-box-fort
Om Snacks,https://www.zomato.com/mumbai/om-snacks-chakala
Om Sai Snacks,https://www.zomato.com/mumbai/om-sai-snacks-nerul-navi-mumbai
Oasis,https://www.zomato.com/mumbai/oasis-kandivali-east
Om Juice Center,https://www.zomato.com/mumbai/om-juice-center-kopar-khairane-navi-mumbai
The Odd Hour Kitchen,https://www.zomato.com/mumbai/the-odd-hour-kitchen-chembur
OTC's Vegee Hygee,https://www.zomato.com/mumbai/otcs-vegee-hygee-wadala
Om Sai,https://www.zomato.com/mumbai/om-sai-mira-road
Om Sai Chinese Corner,https://www.zomato.com/mumbai/om-sai-chinese-corner-mira-road
Ovenpick,https://www.zomato.com/mumbai/ovenpick-matunga-east
Om Sai Chinese & Tandoor Corner,https://www.zomato.com/mumbai/om-sai-chinese-tandoor-corner-dahisar-east
